food_name,carbs,protein,sugar
"snacks, vegetable chips, hain celestial group, terra chips",57.97,4.13,9.75
"snacks, vegetable chips, made from garden vegetables",60.43,5.32,4.04
"snacks, yucca (cassava) chips, salted",69.23,1.34,3.36
"sorghum flour, refined, unenriched",76.85,9.53,0.0
"sorghum flour, whole-grain",76.64,8.43,1.94
sorghum grain,72.09,10.62,2.53
"soup, healthy choice chicken noodle soup, canned",5.2,3.69,0.57
"soup, healthy choice chicken and rice soup, canned",5.71,2.53,0.37
"soup, healthy choice garden vegetable soup, canned",10.04,2.13,2.13
"soup, swanson, beef broth, lower sodium",0.21,1.2,0.2
"soup, swanson, vegetable broth",1.02,0.23,0.57
"soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",13.66,4.19,3.17
"soup, bean with bacon, condensed, single brand",18.0,6.5,0.0
"soup, bean with frankfurters, canned, condensed",16.75,7.6,0.0
"soup, bean with frankfurters, canned, prepared with equal volume water",8.8,3.99,0.0
"soup, bean with ham, canned, chunky, ready-to-serve",11.16,5.19,0.0
"soup, bean with pork, canned, condensed",16.97,5.88,3.0
"soup, bean with pork, canned, prepared with equal volume water",8.31,2.88,1.47
"soup, beef and mushroom, low sodium, chunk style",9.58,4.3,0.84
"soup, beef and vegetables, canned, ready-to-serve",6.16,3.18,1.25
"soup, beef and vegetables, reduced sodium, canned, ready-to-serve",4.99,3.26,1.22
"soup, beef barley, ready to serve",7.94,2.81,1.22
"soup, beef broth bouillon and consomme, canned, condensed",0.32,2.52,0.0
"soup, beef broth or bouillon canned, ready-to-serve",0.04,1.14,0.0
"soup, beef broth or bouillon, powder, dry",17.4,15.97,16.71
"soup, beef broth or bouillon, powder, prepared with water",0.25,0.21,0.2
"soup, beef broth, bouillon, consomme, prepared with equal volume water",0.73,2.22,0.0
"soup, beef broth, cubed, dry",16.1,17.3,14.51
"soup, beef broth, cubed, prepared with water",0.25,0.21,0.2
"soup, beef broth, less/reduced sodium, ready to serve",0.2,1.14,0.2
"soup, beef mushroom, canned, condensed",5.2,4.6,0.0
"soup, beef mushroom, canned, prepared with equal volume water",2.6,2.37,0.0
"soup, beef noodle, canned, condensed",7.16,3.85,2.06
"soup, beef noodle, canned, prepared with equal volume water",3.58,1.93,1.03
"soup, beef stroganoff, canned, chunky style, ready-to-serve",9.0,5.1,1.68
"soup, black bean, canned, condensed",15.42,4.83,2.49
"soup, black bean, canned, prepared with equal volume water",7.71,2.42,1.24
"soup, bouillon cubes and granules, low sodium, dry",64.88,16.7,14.47
"soup, broccoli cheese, canned, condensed, commercial",7.7,2.1,2.12
"soup, cheese, canned, condensed",11.3,0.8,3.73
"soup, cheese, canned, prepared with equal volume milk",6.47,3.77,0.0
"soup, cheese, canned, prepared with equal volume water",4.26,2.19,0.0
"soup, chicken and vegetable, canned, ready-to-serve",4.68,1.97,1.01
"soup, chicken broth cubes, dry",23.5,14.6,0.0
"soup, chicken broth cubes, dry, prepared with water",0.62,0.39,0.0
"soup, chicken broth or bouillon, dry",18.01,16.66,17.36
"soup, chicken broth or bouillon, dry, prepared with water",0.3,0.28,0.29
"soup, chicken broth, canned, condensed",0.75,4.42,0.35
"soup, chicken broth, canned, prepared with equal volume water",0.38,2.02,0.29
"soup, chicken broth, less/reduced sodium, ready to serve",0.38,1.36,0.22
"soup, chicken broth, low sodium, canned",1.2,2.0,0.13
"soup, chicken broth, ready-to-serve",0.44,0.64,0.43
"soup, chicken corn chowder, chunky, ready-to-serve, single brand",7.5,3.1,0.0
"soup, chicken gumbo, canned, condensed",6.67,2.1,1.93
"soup, chicken gumbo, canned, prepared with equal volume water",3.43,1.08,1.02
"soup, chicken mushroom, canned, condensed",11.95,1.61,0.79
"soup, chicken mushroom, canned, prepared with equal volume water",3.8,1.8,0.0
"soup, chicken noodle, canned, condensed",6.07,2.37,0.0
"soup, chicken noodle, canned, prepared with equal volume water",2.97,1.16,0.0
"soup, chicken noodle, dry, mix",62.32,15.42,1.9
"soup, chicken noodle, dry, mix, prepared with water",3.67,0.84,0.31
"soup, chicken noodle, low sodium, canned, prepared with equal volume water",2.95,1.27,0.27
"soup, chicken noodle, reduced sodium, canned, ready-to-serve",3.84,3.29,0.34
"soup, chicken rice, canned, chunky, ready-to-serve",5.41,5.11,0.6
"soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",5.2,1.16,0.64
"soup, chicken vegetable, canned, condensed",7.01,2.94,1.26
"soup, chicken with rice, canned, condensed",11.57,1.84,0.23
"soup, chicken with rice, canned, prepared with equal volume water",2.92,1.45,0.08
"soup, chicken, canned, chunky, ready-to-serve",6.88,5.06,0.87
"soup, chili beef, canned, condensed",18.86,5.09,5.09
"soup, chili beef, canned, prepared with equal volume water",9.23,2.49,2.49
"soup, chunky beef, canned, ready-to-serve",10.08,3.97,0.67
"soup, chunky chicken noodle, canned, ready-to-serve",4.46,3.09,0.38
"soup, chunky vegetable, canned, ready-to-serve",7.9,1.14,1.56
"soup, chunky vegetable, reduced sodium, canned, ready-to-serve",10.28,1.16,2.78
"soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",7.84,3.02,1.67
"soup, clam chowder, manhattan, canned, condensed",9.74,1.74,2.7
"soup, clam chowder, manhattan, canned, prepared with equal volume water",4.77,0.85,1.32
"soup, clam chowder, new england, canned, condensed",10.32,3.17,0.38
"soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",7.46,3.24,2.81
"soup, clam chowder, new england, canned, prepared with equal volume water",5.05,1.55,0.19
"soup, clam chowder, new england, canned, ready-to-serve",8.28,2.61,0.23
"soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",5.68,2.33,0.0
"soup, cream of asparagus, canned, condensed",8.52,1.82,0.72
"soup, cream of asparagus, canned, prepared with equal volume milk",6.61,2.55,0.0
"soup, cream of asparagus, canned, prepared with equal volume water",4.38,0.94,0.0
"soup, cream of celery, canned, condensed",7.03,1.32,1.35
"soup, cream of celery, canned, prepared with equal volume milk",5.86,2.29,0.0
"soup, cream of celery, canned, prepared with equal volume water",3.62,0.68,0.0
"soup, cream of chicken, canned, condensed",7.16,2.38,0.54
"soup, cream of chicken, canned, condensed, reduced sodium",9.5,1.8,0.39
"soup, cream of chicken, canned, prepared with equal volume milk",6.04,3.01,0.0
"soup, cream of chicken, canned, prepared with equal volume water",3.8,1.41,0.0
"soup, cream of chicken, dry, mix, prepared with water",5.11,0.68,1.59
"soup, cream of mushroom, canned, condensed",6.8,1.35,0.4
"soup, cream of mushroom, canned, condensed, reduced sodium",8.1,1.21,2.13
"soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk",5.76,2.36,2.82
"soup, cream of mushroom, canned, prepared with equal volume water",3.33,0.66,0.2
"soup, cream of mushroom, low sodium, ready-to-serve, canned",4.53,1.0,1.72
"soup, cream of onion, canned, condensed",10.4,2.2,3.64
"soup, cream of onion, canned, prepared with equal volume milk",7.4,2.74,0.0
"soup, cream of onion, canned, prepared with equal volume water",5.2,1.13,0.0
"soup, cream of potato, canned, condensed",12.79,1.51,1.44
"soup, cream of potato, canned, prepared with equal volume milk",6.92,2.33,0.0
"soup, cream of potato, canned, prepared with equal volume water",4.7,0.72,0.0
"soup, cream of shrimp, canned, condensed",6.53,2.22,0.0
"soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk",5.64,2.78,2.62
"soup, cream of shrimp, canned, prepared with equal volume water",3.27,1.11,0.24
"soup, cream of vegetable, dry, powder",52.1,8.0,17.51
"soup, egg drop, chinese restaurant",4.29,1.16,0.09
"soup, fish, homemade (alaska native)",5.6,7.4,0.0
"soup, hot and sour, chinese restaurant",4.35,2.58,0.42
"soup, lentil with ham, canned, ready-to-serve",8.16,3.74,0.0
"soup, minestrone, canned, chunky, ready-to-serve",8.64,2.13,2.17
"soup, minestrone, canned, condensed",9.17,3.48,1.5
"soup, minestrone, canned, prepared with equal volume water",4.66,1.77,0.0
"soup, minestrone, canned, reduced sodium, ready-to-serve",9.0,2.0,2.13
"soup, mushroom barley, canned, condensed",9.6,1.5,0.0
"soup, mushroom barley, canned, prepared with equal volume water",4.8,0.77,0.0
"soup, mushroom with beef stock, canned, condensed",7.41,2.51,2.28
"soup, mushroom with beef stock, canned, prepared with equal volume water",3.81,1.29,0.0
"soup, onion, canned, condensed",6.68,3.06,2.72
"soup, onion, dry, mix",65.07,7.48,4.65
"soup, onion, dry, mix, prepared with water",2.77,0.32,0.2
"soup, oyster stew, canned, condensed",3.32,1.72,0.0
"soup, oyster stew, canned, prepared with equal volume milk",3.99,2.51,0.0
"soup, oyster stew, canned, prepared with equal volume water",1.69,0.87,0.0
"soup, pea, green, canned, condensed",20.18,6.54,6.52
"soup, pea, green, canned, prepared with equal volume milk",12.69,4.97,0.0
"soup, pea, green, canned, prepared with equal volume water",9.88,3.2,3.19
"soup, pea, low sodium, prepared with equal volume water",9.88,3.2,3.19
"soup, pea, split with ham, canned, chunky, ready-to-serve",11.17,4.62,1.91
"soup, pea, split with ham, canned, condensed",20.81,7.68,0.0
"soup, pea, split with ham, canned, prepared with equal volume water",11.05,4.08,0.0
"soup, ramen noodle, any flavor, dry",60.26,10.17,1.98
"soup, ramen noodle, beef flavor, dry",60.34,10.06,1.99
"soup, ramen noodle, chicken flavor, dry",60.23,10.22,1.96
"soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",70.95,10.89,0.85
"soup, shark fin, restaurant-prepared",3.8,3.2,0.0
"soup, stock, beef, home-prepared",1.2,1.97,0.54
"soup, stock, chicken, home-prepared",3.53,2.52,1.58
"soup, stock, fish, home-prepared",0.0,2.26,0.0
"soup, tomato beef with noodle, canned, condensed",16.87,3.55,0.0
"soup, tomato beef with noodle, canned, prepared with equal volume water",8.44,1.78,0.73
"soup, tomato bisque, canned, condensed",18.47,1.76,0.0
"soup, tomato bisque, canned, prepared with equal volume milk",11.73,2.51,0.0
"soup, tomato bisque, canned, prepared with equal volume water",9.6,0.92,0.0
"soup, tomato rice, canned, condensed",17.08,1.64,5.9
"soup, tomato rice, canned, prepared with equal volume water",8.54,0.82,2.95
"soup, tomato, canned, condensed",15.22,1.46,8.23
"soup, tomato, canned, condensed, reduced sodium",13.41,1.61,8.11
"soup, tomato, canned, prepared with equal volume low fat (2%) milk",9.82,2.42,6.59
"soup, tomato, canned, prepared with equal volume water, commercial",7.45,0.71,4.03
"soup, tomato, dry, mix, prepared with water",7.17,0.93,3.9
"soup, tomato, low sodium, with water",6.57,0.79,3.97
"soup, turkey noodle, canned, prepared with equal volume water",3.54,1.6,0.0
"soup, turkey vegetable, canned, prepared with equal volume water",3.58,1.28,0.0
"soup, turkey, chunky, canned, ready-to-serve",5.96,4.33,0.0
"soup, vegetable beef, canned, condensed",8.11,4.45,0.89
"soup, vegetable beef, canned, prepared with equal volume water",4.06,2.23,0.45
"soup, vegetable beef, microwavable, ready-to-serve, single brand",3.3,6.2,0.0
"soup, vegetable broth, ready to serve",0.93,0.24,0.55
"soup, vegetable chicken, canned, prepared with water, low sodium",8.76,5.1,1.42
"soup, vegetable soup, condensed, low sodium, prepared with equal volume water",6.06,1.1,2.15
"soup, vegetable with beef broth, canned, condensed",10.7,2.42,1.64
"soup, vegetable with beef broth, canned, prepared with equal volume water",5.35,1.21,0.82
"soup, vegetable, canned, low sodium, condensed",12.11,2.2,4.31
"soup, vegetarian vegetable, canned, condensed",9.78,1.72,3.13
"soup, vegetarian vegetable, canned, prepared with equal volume water",4.89,0.86,1.57
"soup, wonton, chinese restaurant",5.25,2.08,0.34
"sour cream, fat free",15.6,3.1,0.39
"sour cream, imitation, cultured",6.63,2.4,6.63
"sour cream, light",7.1,3.5,0.22
"sour cream, reduced fat",7.0,7.0,0.3
"sour dressing, non-butterfat, cultured, filled cream-type",4.68,3.25,4.68
"sourdock, young leaves (alaska native)",6.5,2.3,0.0
"soursop, raw",16.84,1.0,13.54
"soy flour, defatted",33.92,51.46,16.42
"soy flour, full-fat, raw",31.92,37.81,7.5
"soy flour, full-fat, roasted",30.38,38.09,7.61
"soy flour, low-fat",30.63,49.81,9.33
"soy meal, defatted, raw",35.89,49.2,0.0
"soy protein concentrate, produced by acid wash",25.41,63.63,20.0
"soy protein concentrate, produced by alcohol extraction",25.41,63.63,20.0
soy protein isolate,0.0,88.32,0.0
"soy protein isolate, potassium type",2.59,88.32,0.0
soy sauce made from hydrolyzed vegetable protein,7.84,7.0,1.3
soy sauce made from soy (tamari),5.57,10.51,1.7
soy sauce made from soy and wheat (shoyu),4.93,8.14,0.4
"soy sauce made from soy and wheat (shoyu), low sodium",5.59,9.05,0.5
"soy sauce, reduced sodium, made from hydrolyzed vegetable protein",14.44,8.19,5.63
"soybean, curd cheese",6.9,12.5,1.6
"soybeans, green, cooked, boiled, drained, with salt",11.05,12.35,0.0
"soybeans, green, cooked, boiled, drained, without salt",11.05,12.35,0.0
"soybeans, green, raw",11.05,12.95,0.0
"soybeans, mature cooked, boiled, without salt",8.36,18.21,3.0
"soybeans, mature seeds, cooked, boiled, with salt",8.36,18.21,2.36
"soybeans, mature seeds, dry roasted",28.98,43.32,0.0
"soybeans, mature seeds, raw",30.16,36.49,7.33
"soybeans, mature seeds, roasted, no salt added",30.22,38.55,0.0
"soybeans, mature seeds, roasted, salted",30.22,38.55,4.2
"soybeans, mature seeds, sprouted, cooked, steamed",6.53,8.47,0.52
"soybeans, mature seeds, sprouted, cooked, steamed, with salt",6.53,8.47,0.43
"soybeans, mature seeds, sprouted, cooked, stir-fried",9.4,13.1,0.0
"soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",9.4,13.1,0.0
"soybeans, mature seeds, sprouted, raw",9.57,13.09,0.0
"soymilk (all flavors), enhanced",3.45,2.94,2.53
"soymilk (all flavors), lowfat, with added calcium, vitamins a and d",7.2,1.65,3.5
"soymilk (all flavors), nonfat, with added calcium, vitamins a and d",4.14,2.47,3.65
"soymilk (all flavors), unsweetened, with added calcium, vitamins a and d",1.74,2.86,0.41
"soymilk, chocolate and other flavors, light, with added calcium, vitamins a and d",8.24,2.1,7.13
"soymilk, chocolate, nonfat, with added calcium, vitamins a and d",8.51,2.47,3.65
"soymilk, chocolate, unfortified",9.95,2.26,7.86
"soymilk, chocolate, with added calcium, vitamins a and d",9.95,2.26,7.86
"soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins a and d",3.85,2.62,0.41
"soymilk, original and vanilla, light, with added calcium, vitamins a and d",3.51,2.38,2.61
"soymilk, original and vanilla, unfortified",6.28,3.27,3.99
"soymilk, original and vanilla, with added calcium, vitamins a and d",4.92,2.6,3.65
"spaghetti with meat sauce, frozen entree",15.24,5.05,2.6
"spaghetti, protein-fortified, cooked, enriched (n x 6.25)",30.88,8.86,0.0
"spaghetti, protein-fortified, dry, enriched (n x 6.25)",65.65,21.78,0.0
"spaghetti, spinach, cooked",26.15,4.58,0.0
"spaghetti, spinach, dry",74.81,13.35,2.72
"spaghetti, with meatballs in tomato sauce, canned",11.45,4.37,2.91
"spanish rice mix, dry mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine)",22.74,3.27,1.79
"spanish rice mix, dry mix, unprepared",76.45,10.62,3.83
"spearmint, dried",52.04,19.93,0.0
"spearmint, fresh",8.41,3.29,0.0
"spelt, cooked",26.44,5.5,0.0
"spelt, uncooked",70.19,14.57,6.82
"spices, allspice, ground",72.12,6.09,0.0
"spices, anise seed",50.02,17.6,0.0
"spices, basil, dried",47.75,22.98,1.71
"spices, bay leaf",74.97,7.61,0.0
"spices, caraway seed",49.9,19.77,0.64
"spices, cardamom",68.47,10.76,0.0
"spices, celery seed",41.35,18.07,0.67
"spices, chervil, dried",49.1,23.2,0.0
"spices, chili powder",49.7,13.46,7.19
"spices, cinnamon, ground",80.59,3.99,2.17
"spices, cloves, ground",65.53,5.97,2.38
"spices, coriander leaf, dried",52.1,21.93,7.27
"spices, coriander seed",54.99,12.37,0.0
"spices, cumin seed",44.24,17.81,2.25
"spices, curry powder",55.83,14.29,2.76
"spices, dill seed",55.17,15.98,0.0
"spices, dill weed, dried",55.82,19.96,0.0
"spices, fennel seed",52.29,15.8,0.0
"spices, fenugreek seed",58.35,23.0,0.0
"spices, garlic powder",72.73,16.55,2.43
"spices, ginger, ground",71.62,8.98,3.39
"spices, mace, ground",50.5,6.71,0.0
"spices, marjoram, dried",60.56,12.66,4.09
"spices, mustard seed, ground",28.09,26.08,6.79
"spices, nutmeg, ground",49.29,5.84,2.99
"spices, onion powder",79.12,10.41,6.63
"spices, oregano, dried",68.92,9.0,4.09
"spices, paprika",53.99,14.14,10.34
"spices, parsley, dried",50.64,26.63,7.27
"spices, pepper, black",63.95,10.39,0.64
"spices, pepper, red or cayenne",56.63,12.01,10.34
"spices, pepper, white",68.61,10.4,0.0
"spices, poppy seed",28.13,17.99,2.99
"spices, poultry seasoning",65.59,9.59,1.8
"spices, pumpkin pie spice",69.28,5.76,7.76
"spices, rosemary, dried",64.06,4.88,0.0
"spices, saffron",65.37,11.43,0.0
"spices, sage, ground",60.73,10.63,1.71
"spices, savory, ground",68.73,6.73,0.0
"spices, tarragon, dried",50.22,22.77,0.0
"spices, thyme, dried",63.94,9.11,1.71
"spices, turmeric, ground",67.14,9.68,3.21
spinach souffle,5.9,7.89,1.85
"spinach, canned, no salt added, solids and liquids",2.92,2.11,0.33
"spinach, canned, regular pack, drained solids",3.4,2.81,0.4
"spinach, canned, regular pack, solids and liquids",2.92,2.11,0.33
"spinach, cooked, boiled, drained, with salt",3.75,2.97,0.43
"spinach, cooked, boiled, drained, without salt",3.75,2.97,0.43
"spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",4.8,4.01,0.51
"spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",4.8,4.01,0.51
"spinach, frozen, chopped or leaf, unprepared (includes foods for usda's food distribution program)",4.21,3.63,0.65
"spinach, raw",3.63,2.86,0.42
"split pea soup, canned, reduced sodium, prepared with water or ready-to serve",11.83,3.85,5.06
"split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",11.4,4.0,1.57
"squab, (pigeon), light meat without skin, raw",0.0,21.76,0.0
"squab, (pigeon), meat and skin, raw",0.0,18.47,0.0
"squab, (pigeon), meat only, raw",0.0,17.5,0.0
"squash, indian, cooked, boiled (navajo)",3.22,0.31,2.02
"squash, indian, raw (navajo)",5.64,0.52,3.54
"squash, summer, all varieties, cooked, boiled, drained, with salt",4.31,0.91,2.59
"squash, summer, all varieties, cooked, boiled, drained, without salt",4.31,0.91,2.59
"squash, summer, all varieties, raw",3.35,1.21,2.2
"squash, summer, crookneck and straightneck, canned, drained, solid, without salt",2.96,0.61,1.19
"squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",3.79,1.04,2.48
"squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",3.79,1.04,2.48
"squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, with salt",5.54,1.28,2.33
"squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",5.54,1.28,2.33
"squash, summer, crookneck and straightneck, frozen, unprepared",4.8,0.83,0.0
"squash, summer, crookneck and straightneck, raw",3.88,1.01,2.88
"squash, summer, scallop, cooked, boiled, drained, with salt",3.3,1.03,1.5
"squash, summer, scallop, cooked, boiled, drained, without salt",3.3,1.03,1.5
"squash, summer, scallop, raw",3.84,1.2,2.39
"squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt",2.69,1.14,1.71
"squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",2.69,1.14,1.71
"squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt",2.97,1.15,1.69
"squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",3.56,1.15,1.69
"squash, summer, zucchini, includes skin, frozen, unprepared",3.58,1.16,1.71
"squash, summer, zucchini, includes skin, raw",3.11,1.21,2.5
"squash, summer, zucchini, italian style, canned",6.85,1.03,0.0
"squash, winter, acorn, cooked, baked, with salt",14.58,1.12,0.0
"squash, winter, acorn, cooked, baked, without salt",14.58,1.12,0.0
"squash, winter, acorn, cooked, boiled, mashed, with salt",8.79,0.67,0.0
"squash, winter, acorn, cooked, boiled, mashed, without salt",8.79,0.67,0.0
"squash, winter, acorn, raw",10.42,0.8,0.0
"squash, winter, all varieties, cooked, baked, with salt",8.85,0.89,3.3
"squash, winter, all varieties, cooked, baked, without salt",8.85,0.89,3.3
"squash, winter, all varieties, raw",8.59,0.95,2.2
"squash, winter, butternut, cooked, baked, with salt",10.49,0.9,1.97
"squash, winter, butternut, cooked, baked, without salt",10.49,0.9,1.97
"squash, winter, butternut, frozen, cooked, boiled, with salt",10.04,1.23,0.0
"squash, winter, butternut, frozen, cooked, boiled, without salt",10.05,1.23,0.0
"squash, winter, butternut, frozen, unprepared",14.41,1.76,2.83
"squash, winter, butternut, raw",11.69,1.0,2.2
"squash, winter, hubbard, baked, with salt",10.81,2.48,4.9
"squash, winter, hubbard, baked, without salt",10.81,2.48,4.9
"squash, winter, hubbard, cooked, boiled, mashed, with salt",6.46,1.48,2.93
"squash, winter, hubbard, cooked, boiled, mashed, without salt",6.46,1.48,2.93
"squash, winter, hubbard, raw",8.7,2.0,3.95
"squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt",6.46,0.66,2.53
"squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",6.46,0.66,2.53
"squash, winter, spaghetti, raw",6.91,0.64,2.76
"squash, zucchini, baby, raw",3.11,2.71,0.0
"squirrel, ground, meat (alaska native)",0.0,19.3,0.0
"steelhead trout, boiled, canned (alaska native)",0.0,21.11,0.0
"steelhead trout, dried, flesh (shoshone bannock)",0.0,77.27,0.0
"stew, dumpling with mutton (navajo)",8.03,8.71,0.21
"stew, hominy with mutton (navajo)",9.38,6.71,0.11
"stew, moose (alaska native)",6.0,6.6,0.0
"stew, mutton, corn, squash (navajo)",7.27,8.62,0.61
"stew, pinto bean and hominy, badufsuki (hopi)",5.38,1.42,0.0
"stew, steamed corn (navajo)",10.8,8.82,0.51
"stew/soup, caribou (alaska native)",4.8,3.8,0.0
"stinging nettles, blanched (northern plains indians)",7.49,2.71,0.25
"strawberries, canned, heavy syrup pack, solids and liquids",23.53,0.56,21.83
"strawberries, frozen, sweetened, sliced",25.92,0.53,24.01
"strawberries, frozen, unsweetened (includes foods for usda's food distribution program)",9.13,0.43,4.56
"strawberries, raw",7.68,0.67,4.89
"strawberry-flavor beverage mix, powder",99.1,0.1,95.45
"strudel, apple",41.1,3.3,25.75
"succotash, (corn and limas), canned, with cream style corn",17.61,2.64,0.0
"succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",13.98,2.6,0.0
"succotash, (corn and limas), cooked, boiled, drained, with salt",24.37,5.07,0.0
"succotash, (corn and limas), cooked, boiled, drained, without salt",24.38,5.07,0.0
"succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",19.95,4.31,2.21
"succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",19.95,4.31,2.21
"succotash, (corn and limas), frozen, unprepared",19.94,4.31,0.0
"succotash, (corn and limas), raw",19.59,5.03,0.0
"sugar, turbinado",99.8,0.0,99.19
"sugar-apples, (sweetsop), raw",23.64,2.06,0.0
"sugars, brown",98.09,0.12,97.02
"sugars, granulated",99.98,0.0,99.8
"sugars, maple",90.9,0.1,84.87
"sugars, powdered",99.77,0.0,97.81
"sweet potato puffs, frozen, unprepared",30.72,1.36,7.65
"sweet potatoes, french fried, crosscut, frozen, unprepared",25.52,1.7,6.46
"sweet potatoes, french fried, frozen as packaged, salt added in processing",35.58,2.16,12.9
"sweet potato leaves, cooked, steamed, with salt",7.38,2.18,5.48
"sweet potato leaves, cooked, steamed, without salt",7.38,2.18,5.48
"sweet potato leaves, raw",8.82,2.49,0.0
"sweet potato, canned, mashed",23.19,1.98,5.45
"sweet potato, canned, syrup pack, drained solids",25.36,1.28,5.74
"sweet potato, canned, syrup pack, solids and liquids",20.93,0.98,15.4
"sweet potato, canned, vacuum pack",21.12,1.65,5.0
"sweet potato, cooked, baked in skin, flesh, with salt",20.71,2.01,6.48
"sweet potato, cooked, baked in skin, flesh, without salt",20.71,2.01,6.48
"sweet potato, cooked, boiled, without skin",17.72,1.37,5.74
"sweet potato, cooked, boiled, without skin, with salt",17.72,1.37,5.74
"sweet potato, cooked, candied, home-prepared",32.12,0.89,27.25
"sweet potato, frozen, cooked, baked, with salt",23.4,1.71,0.0
"sweet potato, frozen, cooked, baked, without salt",23.4,1.71,9.17
"sweet potato, frozen, unprepared (includes foods for usda's food distribution program)",22.22,1.71,0.0
"sweet potato, raw, unprepared (includes foods for usda's food distribution program)",20.12,1.57,4.18
"sweet rolls, cheese",43.7,7.1,0.0
"sweet rolls, cinnamon, commercially prepared with raisins",50.9,6.2,31.73
"sweet rolls, cinnamon, refrigerated dough with frosting",51.6,5.0,0.0
"sweet rolls, cinnamon, refrigerated dough with frosting, baked",56.1,5.4,0.0
"sweetener, herbal extract powder from stevia leaf",100.0,0.0,0.0
"sweetener, syrup, agave",76.37,0.09,68.03
"sweeteners, for baking, brown, contains sugar and sucralose",97.11,0.0,45.66
"sweeteners, for baking, contains sugar and sucralose",99.53,0.0,47.05
"sweeteners, sugar substitute, granulated, brown",84.77,2.06,4.03
"sweeteners, tabletop, aspartame, equal, packets",89.08,2.17,80.7
"sweeteners, tabletop, fructose, dry, powder",100.0,0.0,92.7
"sweeteners, tabletop, fructose, liquid",76.1,0.0,76.0
"sweeteners, tabletop, saccharin (sodium saccharin)",89.11,0.94,85.19
"sweeteners, tabletop, sucralose, splenda packets",91.17,0.0,80.33
"swisswurst, pork and beef, with swiss cheese, smoked",1.6,12.69,0.0
"syrup, cane",73.14,0.0,73.2
"syrup, nestle, chocolate",67.21,0.0,60.0
"syrup, fruit flavored",65.1,0.0,65.0
"syrup, maple, canadian",67.38,0.0,59.92
"syrups, chocolate, hershey's genuine chocolate flavored lite syrup",34.56,1.4,28.57
"syrups, chocolate, hershey's sugar free, genuine chocolate flavored, lite syrup",14.2,2.87,0.27
"syrups, chocolate, fudge-type",62.9,4.6,34.82
"syrups, corn, dark",77.59,0.0,77.59
"syrups, corn, high-fructose",76.0,0.0,75.65
"syrups, corn, light",76.79,0.0,76.77
"syrups, grenadine",66.91,0.0,46.55
"syrups, malt",71.3,6.2,71.3
"syrups, maple",67.04,0.04,60.46
"syrups, sorghum",74.9,0.0,74.9
"syrups, sugar free",11.99,0.8,0.01
"syrups, table blends, corn, refiner, and sugar",83.9,0.0,0.0
"syrups, table blends, pancake",61.47,0.0,21.47
"syrups, table blends, pancake, reduced-calorie",44.55,0.0,32.8
"syrups, table blends, pancake, with 2% maple",69.6,0.0,42.0
"syrups, table blends, pancake, with 2% maple, with added potassium",69.6,0.0,0.0
"syrups, table blends, pancake, with butter",72.43,0.0,72.25
"t.g.i. friday's, friday's shrimp, breaded",20.87,11.87,0.0
"t.g.i. friday's, chicken fingers",16.84,18.68,0.23
"t.g.i. friday's, chicken fingers, from kids' menu",17.72,18.11,0.34
"t.g.i. friday's, classic sirloin steak (10 oz)",0.47,31.02,0.46
"t.g.i. friday's, french fries",36.9,3.74,0.0
"t.g.i. friday's, fried mozzarella",25.33,15.82,1.45
"t.g.i. friday's, macaroni & cheese, from kid's menu",17.4,5.03,1.65
"taco bell, burrito supreme with beef",23.37,7.03,2.1
"taco bell, burrito supreme with chicken",20.51,9.84,0.0
"taco bell, burrito supreme with steak",20.32,9.13,0.0
"taco bell, bean burrito",31.23,7.35,1.73
"taco bell, nachos",34.91,4.32,2.17
"taco bell, nachos supreme",21.39,6.21,1.63
"taco bell, original taco with beef, cheese and lettuce",19.85,8.86,0.9
"taco bell, soft taco with beef, cheese and lettuce",20.23,9.25,1.57
